Classe	Sobrevivente	Sexo	Idade	Nome
2	0	H	32	Knight,Mr.RobertJ
3	1	H	21	Karlsson,Mr.EinarGervasius
1	1	M	55	Cornell,Mrs.RobertClifford(MalvinaHelenLamson)
2	1	M	27	Troutt,Miss.EdwinaCelia"Winnie"
3	1	M	20	Howard,Miss.MayElizabeth
1	1	H	48	Ismay,Mr.JosephBruce
1	0	H	46	Rosenshine,Mr.George("MrGeorgeThorne")
3	0	H	35	Cor,Mr.Bartol
3	0	H	33	Nancarrow,Mr.WilliamHenry
1	0	H	39	Cumings,Mr.JohnBradley
3	0	H	26	Hagland,Mr.KonradMathiasReiersen
3	0	H	27	Willer,Mr.Aaron("AbiWeller")
3	0	M	37	Laitinen,Miss.KristinaSofia
3	0	H	20	Jensen,Mr.HansPeder
3	0	H	21	Reynolds,Mr.HaroldJ
3	0	H	37	Rekic,Mr.Tido
1	1	H	35	Lesurer,Mr.GustaveJ
3	0	H	26	Foley,Mr.William
2	0	H	32	Lamb,Mr.JohnJoseph
3	1	H	23	Asplund,Mr.JohanCharles
2	1	M	48	Davies,Mrs.JohnMorgan(ElizabethAgnesMaryWhite)
1	0	H	54	McCarthy,Mr.TimothyJ
3	0	M	26	Johnston,Miss.CatherineHelen"Carrie"
3	0	H	47	Elsbury,Mr.WilliamJames
3	0	H	14	Sage,Master.WilliamHenry
1	0	H	23	Payne,Mr.VivianPonsonby
3	1	H	9	Coutts,Master.EdenLeslie"Neville"
3	0	H	31	Johansson,Mr.KarlJohan
3	0	H	59	Coxon,Mr.Daniel
3	0	H	51	Lundahl,Mr.JohanSvensson
2	0	H	70	Mitchell,Mr.HenryMichael
3	1	M	22	Hirvonen,Mrs.Alexander(HelgaELindqvist)
1	0	H	29	Loring,Mr.JosephHolland
2	1	M	34	Doling,Mrs.JohnT(AdaJuliaBone)
3	0	H	27	Toufik,Mr.Nakli
1	1	M	40	Spedden,Mrs.FredericOakley(MargarettaCorningStone)
1	1	H	16	Thayer,Mr.JohnBorlandJr
2	1	M	27	Wright,Miss.Marion
3	0	H	25	Balkic,Mr.Cerin
1	0	H	45	Partner,Mr.Austen
3	0	M	26	Caram,Mrs.Joseph(MariaElias)
3	1	H	18	Dorking,Mr.EdwardArthur
3	0	M	22	Strandberg,Miss.IdaSofia
1	0	H	54	McCarthy,Mr.TimothyJ
3	1	M	20	McCoy,Miss.Agnes
1	1	M	59	Brown,Mrs.JohnMurray(CarolineLaneLamson)
2	0	H	29	Coleridge,Mr.ReginaldCharles
3	0	M	48	Ford,Mrs.Edward(MargaretAnnWatson)
3	1	H	21	Midtsjo,Mr.KarlAlbert
3	0	H	26	Sadowitz,Mr.Harry
3	0	H	26	Lam,Mr.Len
1	1	M	44	Brown,Mrs.JamesJoseph(MargaretTobin)
2	1	H	23	Collett,Mr.SidneyCStuart
3	0	H	49	Johnson,Mr.Alfred
1	1	M	22	Bowerman,Miss.ElsieEdith
3	0	H	20	Jensen,Mr.HansPeder
1	1	H	53	Gracie,Col.ArchibaldIV
3	0	H	37	Rekic,Mr.Tido
3	0	M	40	Ahlin,Mrs.Johan(JohannaPersdotterLarsson)
1	0	H	30	Foreman,Mr.BenjaminLaventall
1	0	H	44	Hoyt,Mr.WilliamFisher
2	0	H	38	Gale,Mr.Harry
3	0	M	45	Lindblom,Miss.AugustaCharlotta
3	0	H	33	Nancarrow,Mr.WilliamHenry
1	1	M	36	Chaudanson,Miss.Victorine
2	1	M	27	Troutt,Miss.EdwinaCelia"Winnie"
3	0	H	27	Niklasson,Mr.Samuel
3	1	H	27	Lang,Mr.Fang
1	1	M	24	Hays,Miss.MargaretBechstein
3	1	M	20	Thorneycroft,Mrs.Percival(FlorenceKateWhite)
3	0	H	26	Davison,Mr.ThomasHenry
1	0	H	36	Cavendish,Mr.TyrellWilliam
3	1	M	19	Nakid,Mrs.Said(Waika"Mary"Mowad)
2	0	H	34	Angle,Mr.WilliamA
2	1	M	1	West,Miss.BarbaraJ
3	1	M	21	Smyth,Miss.Julia
2	0	H	43	Hart,Mr.Benjamin
3	0	H	20	Baccos,Mr.Raffull
2	1	M	23	Brown,Miss.Amelia"Mildred"
3	0	H	59	Coxon,Mr.Daniel
2	0	H	34	Gillespie,Mr.WilliamHenry
3	1	M	20	Masselmani,Mrs.Fatima
2	0	H	52	Chapman,Mr.CharlesHenry
1	1	M	22	Gibson,Miss.DorothyWinifred
1	1	M	46	Wick,Mrs.GeorgeDennick(MaryHitchcock)
3	0	M	8	Palsson,Miss.TorborgDanira
2	1	M	26	Keane,Miss.NoraA
1	1	M	38	Taussig,Mrs.Emil(TillieMandelbaum)
3	1	M	29	Touma,Mrs.Darwis(HanneYoussefRazi)
3	0	H	28	Ling,Mr.Lee
2	0	H	32	Frost,Mr.AnthonyWood"Archie"
1	0	H	57	Spencer,Mr.WilliamAugustus
3	0	H	26	Thomas,Mr.John
3	1	M	37	Asplund,Mrs.CarlOscar(SelmaAugustaEmiliaJohansson)
3	0	H	16	Ford,Mr.WilliamNeal
2	0	H	48	Milling,Mr.JacobChristian
3	0	H	24	Sage,Mr.Frederick
2	1	M	45	Kelly,Mrs.Florence"Fannie"
1	0	H	54	McCarthy,Mr.TimothyJ
3	0	H	22	Braund,Mr.OwenHarris
1	1	M	49	Leader,Dr.Alice(Farnham)
3	0	M	21	Canavan,Miss.Mary
3	0	H	27	Zakarian,Mr.Ortin
2	0	H	21	Hickman,Mr.StanleyGeorge
3	0	H	27	Linehan,Mr.Michael
3	1	H	0	Thomas,Master.AssadAlexander
3	1	M	2	Hirvonen,Miss.HildurE
1	1	H	43	Frauenthal,Mr.IsaacGerald
3	1	M	20	Murphy,Miss.MargaretJane
3	0	H	24	Sawyer,Mr.FrederickCharles
1	0	H	48	Brandeis,Mr.Emil
2	0	H	33	Pernot,Mr.Rene
3	0	H	27	Keane,Mr.Andrew"Andy"
3	1	M	33	Dean,Mrs.Bertram(EvaGeorgettaLight)
3	0	H	22	Maenpaa,Mr.MattiAlexanteri
2	1	M	36	Becker,Mrs.AllenOliver(NellieEBaumgardner)
2	0	H	41	Peruschitz,Rev.JosephMaria
1	1	M	54	Dodge,Mrs.Washington(RuthVidaver)
2	1	M	16	Ilett,Miss.Bertha
3	1	H	21	McCormack,Mr.ThomasJoseph
3	1	M	2	Johnson,Miss.EleanorIleen
3	0	H	27	Danoff,Mr.Yoto
3	0	H	26	Fox,Mr.Patrick
1	1	M	20	Bishop,Mrs.DickinsonH(HelenWalton)
3	0	H	41	Dimic,Mr.Jovan
3	0	H	29	Johansson,Mr.Nils
2	1	M	23	Caldwell,Mrs.AlbertFrancis(SylviaMaeHarbaugh)
2	0	H	42	Jacobsohn,Mr.SidneySamuel
3	0	H	20	Cor,Mr.Liudevit
2	0	H	25	Bryhl,Mr.KurtArnoldGottfrid
1	1	M	24	Sagesser,Mlle.Emma
3	0	H	43	Humblen,Mr.AdolfMathiasNicolaiOlsen
2	0	H	30	Harris,Mr.Walter
3	0	H	31	Andersen,Mr.AlbertKarvin
3	0	H	39	Goodwin,Mr.CharlesFrederick
3	0	H	38	Goncalves,Mr.ManuelEstanslas
3	0	H	27	vanBilliard,Master.JamesWilliam
3	0	H	27	Holthen,Mr.JohanMartin
2	1	M	50	Parrish,Mrs.(LutieDavis)
3	0	H	17	Calic,Mr.Petar
2	0	H	26	Pulbaum,Mr.Franz
3	0	H	21	Bowen,Mr.DavidJohn"Dai"
1	1	M	48	DuffGordon,Lady.(LucilleChristianaSutherland)("MrsMorgan")
1	1	M	15	Madill,Miss.GeorgetteAlexandra
1	1	M	24	Hays,Miss.MargaretBechstein
1	0	H	40	Dulles,Mr.WilliamCrothers
3	0	H	27	Slocovski,Mr.SelmanFrancis
2	0	M	30	Corbett,Mrs.WalterH(IreneColvin)
2	0	H	23	Eitemiller,Mr.GeorgeFloyd
3	1	H	21	O'Keefe,Mr.Patrick
2	0	H	18	Fillbrook,Mr.JosephCharles
3	0	H	27	Kiernan,Mr.Philip
2	0	H	29	Ware,Mr.JohnJames
3	0	H	27	Mionoff,Mr.Stoytcho
3	1	M	5	Emanuel,Miss.VirginiaEthel
1	1	M	21	Ryerson,Miss.SusanParker"Suzette"
2	1	M	28	Abelson,Mrs.Samuel(HannahWizosky)
3	0	H	26	Olsen,Mr.OleMartin
3	0	M	27	Meek,Mrs.Thomas(AnnieLouiseRowley)
3	0	H	19	Dakic,Mr.Branko
3	1	M	22	Connolly,Miss.Kate
3	0	H	40	Asplund,Mr.CarlOscarVilhelmGustafsson
3	0	H	35	Brocklebank,Mr.WilliamAlfred
3	0	H	8	Asplund,Master.ClarenceGustafHugo
3	0	H	22	Kalvik,Mr.JohannesHalvorsen
3	0	H	43	Humblen,Mr.AdolfMathiasNicolaiOlsen
2	0	H	60	Brown,Mr.ThomasWilliamSolomon
3	0	H	26	Moran,Mr.DanielJ
3	1	M	21	Moubarek,Mrs.George(Omine"Amenia"Alexander)
3	0	H	26	Flynn,Mr.James
2	0	H	30	Matthews,Mr.WilliamJohn
3	1	H	39	Karun,Mr.Franz
2	0	H	30	Matthews,Mr.WilliamJohn
3	0	H	27	Slocovski,Mr.SelmanFrancis
2	1	M	20	Phillips,Miss.AliceFrancesLouisa
3	0	H	20	Cor,Mr.Liudevit
3	0	H	24	Svensson,Mr.Olof
3	0	H	21	Wiklund,Mr.KarlJohan
1	1	H	53	Gracie,Col.ArchibaldIV
3	0	H	26	Ford,Mr.Arthur
2	0	H	18	Davies,Mr.CharlesHenry
1	1	M	53	Appleton,Mrs.EdwardDale(CharlotteLamson)
3	0	H	26	Lennon,Mr.Denis
1	0	H	45	Fry,Mr.Richard
1	1	H	48	Harper,Mr.HenrySleeper
1	0	H	45	Clifford,Mr.GeorgeQuincy
1	1	H	42	Kimball,Mr.EdwinNelsonJr
2	1	M	26	Leitch,Miss.JessieWills
2	1	M	27	DuranyMore,Miss.Asuncion
2	1	H	29	PallasyCastello,Mr.Emilio
1	1	M	38	Cassebeer,Mrs.HenryArthurJr(EleanorGenevieveFosdick)
3	0	H	27	Yasbeck,Mr.Antoni
3	0	H	33	Markun,Mr.Johann
3	0	M	21	Canavan,Miss.Mary
3	0	H	26	Thorneycroft,Mr.Percival
1	1	M	33	Daniels,Miss.Sarah
3	0	H	27	Slocovski,Mr.SelmanFrancis
3	0	H	46	Youseff,Mr.Gerious
3	0	H	26	Lithman,Mr.Simon
2	0	H	40	Maybery,Mr.FrankHubert
3	0	H	21	Wiklund,Mr.KarlJohan
2	0	H	63	Howard,Mr.Benjamin
3	0	H	26	Thomas,Mr.John
1	0	H	44	Baumann,Mr.JohnD
2	0	H	42	Jacobsohn,Mr.SidneySamuel
2	0	M	57	Mack,Mrs.(Mary)
3	0	H	27	Flynn,Mr.John
1	1	H	43	Frauenthal,Mr.IsaacGerald
1	1	H	27	Behr,Mr.KarlHowell
2	1	M	7	Hart,Miss.EvaMiriam
3	0	H	25	Arnold-Franchi,Mr.Josef
3	0	H	28	VandenSteen,Mr.LeoPeter
3	0	H	33	VandeVelde,Mr.JohannesJoseph
2	0	H	26	Gavey,Mr.Lawrence
3	1	H	25	Sap,Mr.Julius
3	0	H	27	Lockyer,Mr.Edward
2	1	M	23	Jerwan,Mrs.AminS(MarieMartheThuillard)
3	1	M	17	Andersson,Miss.ErnaAlexandra
2	1	M	12	Watt,Miss.BerthaJ
1	0	H	52	Williams,Mr.CharlesDuane
3	0	M	26	Rasmussen,Mrs.(LenaJacobsenSolvang)
3	0	H	16	Panula,Mr.ErnestiArvid
3	0	H	20	Jensen,Mr.HansPeder
1	1	H	23	Greenfield,Mr.WilliamBertram
3	0	H	31	Andersen,Mr.AlbertKarvin
1	1	M	20	Newsom,Miss.HelenMonypeny
3	0	H	26	O'Connell,Mr.PatrickD
2	0	H	54	Downton,Mr.WilliamJames
1	1	M	23	Ostby,Miss.HeleneRagnhild
3	0	H	18	Cacic,Mr.JegoGrga
3	0	H	27	Rogers,Mr.WilliamJohn
2	0	H	33	Nasser,Mr.Nicholas
3	0	H	21	Assaf,Mr.Gerios
3	0	H	36	Lindell,Mr.EdvardBengtsson
1	1	M	22	Bowerman,Miss.ElsieEdith
3	0	H	26	Yousif,Mr.Wazli
1	0	H	36	Ross,Mr.JohnHugo
3	0	H	29	Christmann,Mr.Emil
3	0	H	26	Sage,Mr.DouglasBullen
3	0	M	37	Carr,Miss.Jeannie
1	1	M	17	Dick,Mrs.AlbertAdrian(VeraGillespie)
1	1	H	13	Ryerson,Master.JohnBorie
3	0	H	18	Soholt,Mr.PeterAndreasLauritzAndersen
3	0	M	2	Strom,Miss.TelmaMatilda
3	0	H	30	Lobb,Mr.WilliamArthur
2	0	H	25	Hickman,Mr.LeonardMark
1	0	H	55	Molson,Mr.HarryMarkland
1	0	H	44	Hilliard,Mr.HerbertHenry
3	0	H	32	Wenzel,Mr.Linhart
1	0	H	71	Crosby,Capt.EdwardGifford
3	0	H	26	Moran,Mr.James
3	0	H	21	Lovell,Mr.JohnHall("Henry")
3	0	H	26	Lennon,Mr.Denis
3	0	H	20	Cor,Mr.Liudevit
3	1	M	20	Jermyn,Miss.Annie
3	0	H	26	Jonsson,Mr.NilsHilding
2	0	H	49	Herman,Mr.Samuel
3	1	H	32	Olsson,Mr.OscarWilhelm
1	1	H	38	Rheims,Mr.GeorgeAlexanderLucien
1	0	H	33	Keeping,Mr.Edwin
3	0	H	0	Peacock,Master.AlfredEdward
3	0	H	24	Svensson,Mr.Olof
1	1	H	42	Calderhead,Mr.EdwardPennington
3	0	H	27	Yasbeck,Mr.Antoni
3	0	H	26	Sage,Mr.GeorgeJohnJr
1	0	H	57	Kent,Mr.EdwardAustin
3	0	H	19	Stoytcheff,Mr.Ilia
3	1	H	29	Sheerlinck,Mr.JanBaptist
3	0	H	28	Carver,Mr.AlfredJohn
3	0	H	16	Rush,Mr.AlfredGeorgeJohn
2	0	M	29	Chapman,Mrs.JohnHenry(SaraElizabethLawry)
1	0	H	61	Ryerson,Mr.ArthurLarned
1	1	M	18	Astor,Mrs.JohnJacob(MadeleineTalmadgeForce)
3	1	M	21	Healy,Miss.Hanora"Nora"
2	1	H	27	PadroyManent,Mr.Julian
1	0	H	24	Baxter,Mr.QuiggEdmond
3	1	M	35	Abbott,Mrs.Stanton(RosaHunt)
1	1	M	30	LeRoy,Miss.Bertha
2	0	H	24	Gill,Mr.JohnWilliam
2	0	H	61	Lingane,Mr.John
3	1	H	7	Moor,Master.Meier
1	1	H	35	Lesurer,Mr.GustaveJ
3	1	M	27	Johnson,Mrs.OscarW(ElisabethVilhelminaBerg)
1	0	H	40	Robbins,Mr.Victor
1	0	H	64	Warren,Mr.FrankManley
1	0	H	40	Harrison,Mr.William
1	1	H	49	Goldenberg,Mr.SamuelL
3	0	H	4	Andersson,Master.SigvardHaraldElias
2	0	M	22	Karnes,Mrs.JFrank(ClaireBennett)
1	1	M	54	Eustis,Miss.ElizabethMussey
3	1	M	21	Moubarek,Mrs.George(Omine"Amenia"Alexander)
2	1	M	24	Mallet,Mrs.Albert(AntoinetteMagnin)
3	1	M	22	Drapkin,Miss.Jennie
3	1	H	32	Olsson,Mr.OscarWilhelm
1	1	M	45	Kimball,Mrs.EdwinNelsonJr(GertrudeParsons)
3	1	M	22	Drapkin,Miss.Jennie
3	0	M	26	Mahon,Miss.BridgetDelia
3	0	M	45	Lindblom,Miss.AugustaCharlotta
3	0	M	48	Ford,Mrs.Edward(MargaretAnnWatson)
3	1	M	33	Dean,Mrs.Bertram(EvaGeorgettaLight)
3	0	H	25	Balkic,Mr.Cerin
2	0	H	19	Nicholls,Mr.JosephCharles
3	0	H	20	Cor,Mr.Liudevit
3	0	H	25	Peltomaki,Mr.NikolaiJohannes
3	0	H	27	Denkoff,Mr.Mitto
1	1	M	34	Futrelle,Mrs.JacquesHeath(LilyMayPeel)
3	0	H	32	Pavlovic,Mr.Stefo
1	1	M	35	Bissette,Miss.Amelia
3	1	H	21	Jansson,Mr.CarlOlof
3	0	M	14	Zabour,Miss.Hileni
3	0	H	27	Ivanoff,Mr.Kanio
3	0	H	27	Pedersen,Mr.Olaf
2	0	H	28	Sharp,Mr.PercivalJamesR
3	0	H	25	Davies,Mr.AlfredJ
1	0	H	67	Straus,Mr.Isidor
1	1	H	38	Saalfeld,Mr.Adolphe
2	1	M	13	Mellinger,Miss.MadeleineViolet
1	1	M	16	Lines,Miss.MaryConover
1	1	M	21	Cleaver,Miss.Alice
1	1	H	28	Bjornstrom-Steffansson,Mr.MauritzHakan
3	1	H	4	Asplund,Master.EdvinRojjFelix
3	0	H	33	Backstrom,Mr.KarlAlfred
2	1	H	23	Collett,Mr.SidneyCStuart
3	1	M	21	Roth,Miss.SarahA
1	1	M	35	Harris,Mrs.HenryBirkhardt(IreneWallach)
3	0	M	19	McNamee,Mrs.Neal(EileenO'Leary)
3	1	H	26	JohanssonPalmquist,Mr.OskarLeander
3	0	H	26	Foley,Mr.William
3	1	M	47	Wilkes,Mrs.James(EllenNeeds)
3	0	H	1	Panula,Master.EinoViljami
3	0	H	17	Culumovic,Mr.Jeso
1	1	M	36	Frauenthal,Mrs.HenryWilliam(ClaraHeinsheimer)
3	0	H	19	Beavan,Mr.WilliamThomas
2	0	H	16	Gaskell,Mr.Alfred
3	0	H	26	McEvoy,Mr.Michael
1	1	M	58	Graham,Mrs.WilliamThompson(EdithJunkins)
1	0	H	52	Williams,Mr.CharlesDuane
3	1	H	30	deMulder,Mr.Theodore
3	1	H	9	Olsen,Master.ArturKarl
3	1	M	33	Dean,Mrs.Bertram(EvaGeorgettaLight)
3	1	M	15	McGowan,Miss.Anna"Annie"
3	1	M	17	Abelseth,Miss.KarenMarie
3	1	M	0	Dean,Miss.ElizabethGladys"Millvina"
3	1	M	21	McDermott,Miss.BrigdetDelia
3	1	M	1	Nakid,Miss.Maria("Mary")
3	0	H	1	Goodwin,Master.SidneyLeonard
3	1	H	20	Lindqvist,Mr.EinoWilliam
3	1	H	19	Hee,Mr.Ling
1	0	H	71	Artagaveytia,Mr.Ramon
3	0	H	27	Khalil,Mr.Betros
2	0	H	25	Stokes,Mr.PhilipJoseph
1	1	M	62	Stone,Mrs.GeorgeNelson(MarthaEvelyn)
2	0	H	30	Givard,Mr.HansKristensen
3	0	H	27	Hart,Mr.Henry
2	1	M	23	Brown,Miss.Amelia"Mildred"
1	1	M	62	Stone,Mrs.GeorgeNelson(MarthaEvelyn)
3	0	H	26	Murdlin,Mr.Joseph
2	0	H	28	Harper,Rev.John
1	1	H	36	McGough,Mr.JamesRobert
2	0	H	36	West,Mr.EdwyArthur
3	0	H	16	Rush,Mr.AlfredGeorgeJohn
3	0	H	6	Palsson,Master.PaulFolke
2	1	H	29	Portaluppi,Mr.EmilioIlarioGiuseppe
3	0	H	40	Badt,Mr.Mohamed
1	1	M	22	Bowerman,Miss.ElsieEdith
3	0	H	27	Yasbeck,Mr.Antoni
3	0	H	29	Christmann,Mr.Emil
1	1	M	15	Madill,Miss.GeorgetteAlexandra
3	1	M	20	Moussa,Mrs.(MantouraBoulos)
3	0	H	33	Johnson,Mr.MalkolmJoackim
3	0	M	37	Laitinen,Miss.KristinaSofia
3	0	H	26	Bengtsson,Mr.JohnViktor
3	1	H	16	Sunderland,Mr.VictorFrancis
1	0	H	58	Newell,Mr.ArthurWebster
2	1	M	34	Lemore,Mrs.(AmeliaMilley)
1	0	H	22	Ringhini,Mr.Sante
1	1	H	6	Spedden,Master.RobertDouglas
2	0	H	26	Andrew,Mr.FrankThomas
3	1	M	2	Johnson,Miss.EleanorIleen
3	0	H	25	Gallagher,Mr.Martin
1	1	M	49	Leader,Dr.Alice(Farnham)
3	1	H	3	Coutts,Master.WilliamLoch"William"
3	1	M	20	Mullens,Miss.Katherine"Katie"
3	0	H	21	Windelov,Mr.Einar
2	0	H	24	Jefferys,Mr.CliffordThomas
3	0	H	22	Karlsson,Mr.NilsAugust
1	0	H	44	Franklin,Mr.ThomasParham
1	1	M	47	Beckwith,Mrs.RichardLeonard(SallieMonypeny)
1	0	H	49	Case,Mr.HowardBrown
1	1	M	22	Bowerman,Miss.ElsieEdith
1	1	M	25	Harder,Mrs.GeorgeAchilles(DorothyAnnan)
2	0	H	30	Harris,Mr.Walter
3	1	M	22	Landergren,Miss.AuroraAdelia
3	0	H	28	Larsson,Mr.BengtEdvin
2	0	H	27	Bracken,Mr.JamesH
1	0	H	23	Payne,Mr.VivianPonsonby
3	0	M	26	Henry,Miss.Delia
2	0	H	29	Ware,Mr.JohnJames
1	0	H	64	Nicholson,Mr.ArthurErnest
3	0	H	25	Gallagher,Mr.Martin
3	1	H	24	Duquemin,Mr.Joseph
1	1	H	54	Stengel,Mr.CharlesEmilHenry
2	0	H	36	Fox,Mr.StanleyHubert
3	1	M	18	Abrahim,Mrs.Joseph(SophieHalautEasu)
3	1	H	24	Madsen,Mr.FridtjofArne
3	0	H	40	Skoog,Mr.Wilhelm
1	1	H	43	Frauenthal,Mr.IsaacGerald
3	0	M	17	Goodwin,Miss.LillianAmy
1	1	M	16	Lines,Miss.MaryConover
3	0	H	27	Sdycoff,Mr.Todor
3	0	H	25	Harmer,Mr.Abraham(DavidLishin)
1	0	H	55	Rothschild,Mr.Martin
2	1	M	30	Hold,Mrs.Stephen(AnnieMargaretHill)
3	0	M	24	Sage,Miss.DorothyEdith"Dolly"
3	0	M	25	Johnston,Mrs.AndrewG(Elizabeth"Lily"Watson)
2	0	H	18	Andrew,Mr.EdgardoSamuel
2	0	H	30	Abelson,Mr.Samuel
1	0	H	71	Crosby,Capt.EdwardGifford
1	0	H	19	Marvin,Mr.DanielWarner
3	0	H	10	Rice,Master.Albert
3	1	M	23	Lundin,Miss.OlgaElida
3	0	H	39	Goodwin,Mr.CharlesFrederick
2	0	H	26	Pulbaum,Mr.Franz
3	0	H	27	Slocovski,Mr.SelmanFrancis
1	1	H	43	Frauenthal,Mr.IsaacGerald
1	0	H	53	White,Mr.PercivalWayland
3	0	H	31	Andersen,Mr.AlbertKarvin
3	0	H	39	Lester,Mr.James
3	0	H	27	Kiernan,Mr.Philip
3	0	H	35	Asim,Mr.Adola
2	1	M	36	Ball,Mrs.(AdaEHall)
1	0	H	53	White,Mr.PercivalWayland
2	1	M	25	Herman,Miss.Alice
1	1	M	27	Barber,Miss.Ellen"Nellie"
3	1	H	19	Hee,Mr.Ling
3	0	H	27	Kassem,Mr.Fared
2	1	M	29	DuranyMore,Miss.Florentina
2	1	H	8	Davies,Master.JohnMorganJr
1	0	H	56	Smart,Mr.JohnMontgomery
3	0	H	25	Kink,Mr.Vincenz
3	0	H	26	Saade,Mr.JeanNassr
3	0	M	39	Andersson,Mrs.AndersJohan(AlfridaKonstantiaBrogren)
3	0	H	26	Lennon,Mr.Denis
3	1	M	0	Dean,Miss.ElizabethGladys"Millvina"
1	0	H	45	Chisholm,Mr.RoderickRobertCrispin
3	0	H	29	Zimmerman,Mr.Leo
2	1	M	32	Webber,Miss.Susan
2	1	M	14	Nasser,Mrs.Nicholas(AdeleAchem)
3	0	M	3	Palsson,Miss.StinaViola
3	0	H	22	Johansson,Mr.Erik
1	0	H	17	Carrau,Mr.JosePedro
2	1	H	31	Wilhelms,Mr.Charles
2	1	M	24	Richards,Mrs.Sidney(EmilyHocking)
3	0	H	40	Asplund,Mr.CarlOscarVilhelmGustafsson
1	1	M	18	PenascoyCastellana,Mrs.VictordeSatode(MariaJosefaPerezdeSotoyVallejo)
2	0	H	33	Cunningham,Mr.AlfredFleming
3	0	H	74	Svensson,Mr.Johan
1	0	H	19	Fortune,Mr.CharlesAlexander
3	1	M	17	Turja,Miss.AnnaSofia
2	1	M	49	Ridsdale,Miss.Lucy
3	0	H	59	Coxon,Mr.Daniel
3	1	H	4	Johnson,Master.HaroldTheodor
1	0	H	47	Astor,Col.JohnJacob
3	0	H	26	Nasr,Mr.Mustafa
3	0	M	19	Burns,Miss.MaryDelia
3	0	M	2	Skoog,Miss.MargitElizabeth
1	1	M	24	Sagesser,Mlle.Emma
3	1	M	16	Najib,Miss.AdeleKiamie"Jane"
3	0	H	17	Pokrnic,Mr.Mate
3	0	H	22	Waelens,Mr.Achille
2	0	H	36	Reeves,Mr.David
3	0	M	16	Attalah,Miss.Malake
2	0	H	47	Gilbert,Mr.William
2	1	M	36	Angle,Mrs.WilliamA(Florence"Mary"AgnesHughes)
3	0	H	17	Kallio,Mr.NikolaiErland
1	0	H	39	Cumings,Mr.JohnBradley
1	0	H	48	Colley,Mr.EdwardPomeroy
3	1	M	28	Honkanen,Miss.Eliina
3	0	H	32	Wenzel,Mr.Linhart
3	0	H	41	Bourke,Mr.John
1	0	H	57	Kent,Mr.EdwardAustin
3	0	H	26	Nasr,Mr.Mustafa
3	0	H	17	Dika,Mr.Mirko
2	0	H	50	Hodges,Mr.HenryPrice
2	0	H	28	Parker,Mr.CliffordRichard
3	0	H	2	Palsson,Master.GostaLeonard
1	0	H	20	White,Mr.RichardFrasar
3	1	M	24	Sandstrom,Mrs.Hjalmar(AgnesCharlottaBengtsson)
3	0	M	1	Klasen,Miss.GertrudEmilia
3	0	H	28	VandenSteen,Mr.LeoPeter
3	0	H	8	Rice,Master.GeorgeHugh
3	0	H	27	Thomas,Mr.CharlesP
3	0	H	18	Bjorklund,Mr.ErnstHerbert
1	1	M	38	Chibnall,Mrs.(EdithMarthaBowerman)
1	1	M	40	Shutes,Miss.ElizabethW
2	0	H	29	Turpin,Mr.WilliamJohnRobert
3	0	M	39	Rice,Mrs.William(MargaretNorton)
3	1	M	24	Mulvihill,Miss.BerthaE
3	0	H	23	Daher,Mr.Shedid
3	0	H	17	Dika,Mr.Mirko
3	0	H	22	Stanley,Mr.EdwardRoland
1	1	H	38	Rheims,Mr.GeorgeAlexanderLucien
2	0	H	36	West,Mr.EdwyArthur
1	0	H	44	Lewy,Mr.ErvinG
3	0	H	26	Warren,Mr.CharlesWilliam
1	1	M	43	Robert,Mrs.EdwardScott(ElisabethWaltonMcMillan)
2	1	H	23	Collett,Mr.SidneyCStuart
2	1	H	1	Mallet,Master.Andre
3	0	H	27	O'Connor,Mr.Maurice
3	0	M	45	Lindblom,Miss.AugustaCharlotta
3	1	M	20	Madigan,Miss.Margaret"Maggie"
3	1	M	16	Gilnagh,Miss.Katherine"Katie"
2	0	H	32	McCrae,Mr.ArthurGordon
3	0	H	26	Kilgannon,Mr.ThomasJ
3	0	H	2	Palsson,Master.GostaLeonard
3	0	H	22	Perkin,Mr.JohnHenry
1	0	H	46	Butt,Major.ArchibaldWillingham
1	0	H	61	Sutton,Mr.Frederick
3	0	H	26	Adams,Mr.John
3	0	M	25	Lindahl,Miss.AgdaThorildaViktoria
1	0	H	42	Head,Mr.Christopher
3	0	H	28	VandenSteen,Mr.LeoPeter
3	0	H	28	VandenSteen,Mr.LeoPeter
2	1	M	4	Wells,Miss.Joan
1	0	H	31	Davidson,Mr.Thornton
3	0	H	20	Cor,Mr.Liudevit
1	1	H	4	Dodge,Master.Washington
2	0	H	36	Reeves,Mr.David
3	0	H	27	Holthen,Mr.JohanMartin
3	1	H	25	Persson,Mr.ErnstUlrik
1	0	H	50	Julian,Mr.HenryForbes
2	1	M	31	Walcroft,Miss.Nellie
2	1	M	18	Doling,Miss.Elsie
3	1	H	20	Foo,Mr.Choong
3	1	M	5	Emanuel,Miss.VirginiaEthel
3	1	H	24	Abelseth,Mr.OlausJorgensen
3	0	H	17	Davies,Mr.Joseph
2	1	M	20	Sincock,Miss.Maude
1	1	H	34	Seward,Mr.FredericKimber
3	0	H	16	Panula,Mr.ErnestiArvid
3	1	H	14	Svensson,Mr.JohanCervin
3	0	M	26	Lobb,Mrs.WilliamArthur(CordeliaKStanlick)
2	0	H	16	Gaskell,Mr.Alfred
